-4.227333333333338494e+00,4.956896551724137900e+00,0.000000000000000000e+00,-3.785028335544117883e+00,4.438257507799266754e+00,2.000000000000000000e+00,-3.342723337754896828e+00,3.919618463874395609e+00,4.000000000000000000e+00,-2.900418339965676218e+00,3.400979419949524463e+00,6.000000000000000000e+00,-2.458113342176455163e+00,2.882340376024653761e+00,8.000000000000000000e+00,-2.015808344387234552e+00,2.363701332099782171e+00,1.000000000000000000e+01
-4.144444444444439490e+00,4.798275862068962283e+00,0.000000000000000000e+00,-3.710812093670694534e+00,4.296233267549687262e+00,2.000000000000000000e+00,-3.277179742896949577e+00,3.794190673030412242e+00,4.000000000000000000e+00,-2.843547392123205064e+00,3.292148078511137665e+00,6.000000000000000000e+00,-2.409915041349460108e+00,2.790105483991862645e+00,8.000000000000000000e+00,-1.976282690575715595e+00,2.288062889472588068e+00,1.000000000000000000e+01
-4.310222222222225952e+00,4.639655172413792883e+00,0.000000000000000000e+00,-3.859244577417530575e+00,4.154209027300113988e+00,1.999999999999999778e+00,-3.408266932612834754e+00,3.668762882186434204e+00,3.999999999999999556e+00,-2.957289287808139377e+00,3.183316737072754865e+00,6.000000000000000000e+00,-2.506311643003443557e+00,2.697870591959075526e+00,7.999999999999999112e+00,-2.055333998198748180e+00,2.212424446845396186e+00,1.000000000000000000e+01
-4.144444444444439490e+00,4.560344827586204630e+00,0.000000000000000000e+00,-3.710812093670694534e+00,4.083196907175323354e+00,2.000000000000000000e+00,-3.277179742896949577e+00,3.606048986764442077e+00,4.000000000000000000e+00,-2.843547392123205064e+00,3.128901066353560800e+00,6.000000000000000000e+00,-2.409915041349460108e+00,2.651753145942679968e+00,8.000000000000000000e+00,-1.976282690575715151e+00,2.174605225531798691e+00,1.000000000000000000e+01
-3.895777777777775785e+00,4.798275862068962283e+00,0.000000000000000000e+00,-3.488163368050455571e+00,4.296233267549687262e+00,1.999999999999999778e+00,-3.080548958323134912e+00,3.794190673030412686e+00,3.999999999999999556e+00,-2.672934548595814697e+00,3.292148078511137665e+00,6.000000000000000000e+00,-2.265320138868494482e+00,2.790105483991863089e+00,7.999999999999999112e+00,-1.857705729141173823e+00,2.288062889472588068e+00,1.000000000000000000e+01
-3.978666666666663687e+00,4.956896551724137900e+00,0.000000000000000000e+00,-3.562379609923868706e+00,4.438257507799266754e+00,2.000000000000000000e+00,-3.146092553181073281e+00,3.919618463874395609e+00,4.000000000000000000e+00,-2.729805496438277856e+00,3.400979419949524463e+00,6.000000000000000000e+00,-2.313518439695482876e+00,2.882340376024653761e+00,8.000000000000000000e+00,-1.897231382952687451e+00,2.363701332099782171e+00,1.000000000000000000e+01
-3.812888888888887884e+00,4.956896551724137900e+00,0.000000000000000000e+00,-3.413947126177042435e+00,4.438257507799266754e+00,2.000000000000000000e+00,-3.015005363465196542e+00,3.919618463874395609e+00,4.000000000000000000e+00,-2.616063600753351093e+00,3.400979419949524463e+00,6.000000000000000000e+00,-2.217121838041505200e+00,2.882340376024653317e+00,8.000000000000000000e+00,-1.818180075329659973e+00,2.363701332099782615e+00,1.000000000000000000e+01
-3.481333333333336277e+00,5.274137931034477589e+00,0.000000000000000000e+00,-3.117082158683389892e+00,4.722305988298415080e+00,2.000000000000000000e+00,-2.752830984033443507e+00,4.170474045562352572e+00,4.000000000000000000e+00,-2.388579809383497121e+00,3.618642102826290952e+00,6.000000000000000000e+00,-2.024328634733550736e+00,3.066810160090228443e+00,8.000000000000000000e+00,-1.660077460083604350e+00,2.514978217354165935e+00,1.000000000000000000e+01
-3.232666666666661026e+00,5.036206896551719936e+00,0.000000000000000000e+00,-2.894433433063140271e+00,4.509269627924051171e+00,2.000000000000000000e+00,-2.556200199459619515e+00,3.982332359296382407e+00,4.000000000000000000e+00,-2.217966965856098760e+00,3.455395090668714531e+00,6.000000000000000000e+00,-1.879733732252577783e+00,2.928457822041045322e+00,8.000000000000000000e+00,-1.541500498649057027e+00,2.401520553413377002e+00,1.000000000000000000e+01
-3.149777777777774013e+00,5.194827586206896441e+00,0.000000000000000000e+00,-2.820217191189728023e+00,4.651293868173631552e+00,2.000000000000000000e+00,-2.490656604601682034e+00,4.107760150140366662e+00,4.000000000000000000e+00,-2.161096018013635600e+00,3.564226432107101772e+00,6.000000000000000000e+00,-1.831535431425589611e+00,3.020692714073836882e+00,8.000000000000000000e+00,-1.501974844837543621e+00,2.477158996040571992e+00,1.000000000000000000e+01
